sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text
s00068,user_02,30,女性,任意,日常音乐推荐,2026-05-08,14:17,14,周五,工作日,下午,图书馆,静止,静息,71,波动,282,好,2,19,27,晴,389,明亮,45,安静,耳机,wifi,自习,2026-05-08 14:17,图书馆,自习,电子书App打开,101,收藏,胎教,图书馆,0.88,False,,图书馆/专注/阅读,图书馆,1,0.77,"周五 下午 14:17，地点类型=图书馆，运动状态=静止，心率=静息(71bpm,波动)，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=自习，后续事件=电子书App打开"
s00267,user_09,20,女性,学生,学习专注,2026-05-23,22:25,22,周六,周末,深夜,酒店,静止,静息,72,上升,420,一般,35,12,71,晴,133,室内柔光,44,安静,耳机,蜂窝数据,读书会,2026-05-23 22:25,酒店,读书会,浏览器长阅读,1544,收藏,,,0.402,False,,图书馆/专注/阅读,阅读,6,0.92,"周六 深夜 22:25，地点类型=酒店，运动状态=静止，心率=静息(72bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=读书会，后续事件=浏览器长阅读"
s00122,user_24,32,女性,任意,日常音乐推荐,2026-04-30,19:21,19,周四,工作日,晚上,高铁站,静止,稍高,82,波动,336,差,32,10,3,多云,248,室内柔光,68,普通,车载蓝牙,蜂窝数据,会议,2026-04-30 19:21,高铁站,会议,打车App打开,4600,收藏,,,0.717,False,,通勤,通勤,3,0.92,"周四 晚上 19:21，地点类型=高铁站，运动状态=静止，心率=稍高(82bpm,波动)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=蜂窝数据，日历=会议，后续事件=打车App打开"
s00698,user_24,36,男性,母婴用户,家庭睡眠照护,2026-05-06,00:17,0,周三,工作日,凌晨,住宅区,静止,稍高,105,上升,424,好,13,21,19,多云,3,暗光,35,安静,耳机,wifi,失眠,2026-05-06 00:17,住宅区,失眠,音乐App主动播放,4004,继续播放,,,0.256,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周三 凌晨 00:17，地点类型=住宅区，运动状态=静止，心率=稍高(105bpm,上升)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=失眠，后续事件=音乐App主动播放"
s00003,user_17,22,女性,任意,日常音乐推荐,2026-05-08,16:22,16,周五,工作日,下午,住宅区,慢速,静息,66,波动,255,好,3,12,171,多云,40,暗光,59,普通,家用音响,wifi,,,,,,1503,发起导航,,,0.361,False,,放松/减压/深夜EMO,放松,0,0.92,"周五 下午 16:22，地点类型=住宅区，运动状态=慢速，心率=静息(66bpm,波动)，天气=多云，光线=暗光，噪音=普通，蓝牙=家用音响，网络=wifi"
s00064,user_17,27,女性,养宠物,陪伴和放松,2026-05-05,09:19,9,周二,工作日,上午,图书馆,静止,静息,59,下降,394,一般,13,15,16,晴,245,室内柔光,28,安静,耳机,蜂窝数据,自习,2026-05-05 09:19,图书馆,自习,电子书App打开,4294,无,,,0.932,False,,图书馆/专注/阅读,图书馆,1,0.87,"周二 上午 09:19，地点类型=图书馆，运动状态=静止，心率=静息(59bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=自习，后续事件=电子书App打开"
s00295,user_08,24,女性,任意,日常音乐推荐,2026-05-11,00:40,0,周一,工作日,凌晨,住宅区,静止,静息,75,波动,386,好,2,14,4,晴,50,暗光,36,安静,家用音响,wifi,,,,,睡眠记录开始,28447,发起导航,,,0.909,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周一 凌晨 00:40，地点类型=住宅区，运动状态=静止，心率=静息(75bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，后续事件=睡眠记录开始"
s00195,user_10,22,女性,学生,学习专注,2026-05-12,16:46,16,周二,工作日,下午,住宅区,静止,稍高,110,波动,446,差,20,22,43,阴,18,暗光,31,安静,耳机,蜂窝数据,休息,2026-05-12 16:46,住宅区,休息,游戏App前台,4298,调低音量,,,0.678,False,,游戏,游戏,4,0.92,"周二 下午 16:46，地点类型=住宅区，运动状态=静止，心率=稍高(110bpm,波动)，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=休息，后续事件=游戏App前台"
s00632,user_08,23,男性,养宠物,陪伴和放松,2026-05-10,19:09,19,周日,周末,晚上,住宅区,静止,静息,59,稳定,534,好,62,13,3,小雨,157,室内柔光,32,安静,耳机,蜂窝数据,拉伸,2026-05-10 19:09,住宅区,拉伸,健身App瑜伽课程,2783,切歌,,,0.591,False,,瑜伽/冥想,瑜伽,15,0.92,"周日 晚上 19:09，地点类型=住宅区，运动状态=静止，心率=静息(59bpm,稳定)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=拉伸，后续事件=健身App瑜伽课程"
s00678,user_05,19,男性,学生,学习专注,2026-05-12,07:38,7,周二,工作日,早晨,公园,静止,静息,61,下降,371,一般,5,22,70,多云,32,暗光,35,安静,家用音响,wifi,冥想,2026-05-12 07:38,公园,冥想,冥想App打开,1582,调低音量,,,0.55,False,,瑜伽/冥想,冥想,16,0.92,"周二 早晨 07:38，地点类型=公园，运动状态=静止，心率=静息(61bpm,下降)，天气=多云，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=冥想，后续事件=冥想App打开"
s00247,user_06,35,女性,母婴用户,家庭睡眠照护,2026-04-30,17:09,17,周四,工作日,下午,住宅区,静止,静息,63,上升,533,好,4,12,78,多云,319,室内柔光,38,安静,家用音响,蜂窝数据,读书会,2026-04-30 17:09,住宅区,读书会,浏览器长阅读,2488,发起导航,,,0.442,False,,图书馆/专注/阅读,阅读,6,0.92,"周四 下午 17:09，地点类型=住宅区，运动状态=静止，心率=静息(63bpm,上升)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=读书会，后续事件=浏览器长阅读"
s00360,user_05,32,女性,女性,情绪和身体舒缓,2026-05-07,13:28,13,周四,工作日,中午,酒店,静止,波动,105,下降,287,差,26,18,9,小雨,257,室内柔光,47,普通,耳机,wifi,考试,2026-05-07 13:28,酒店,考试,音乐App主动播放,1198,收藏,,,0.71,False,,放松/减压/深夜EMO,减压,8,0.92,"周四 中午 13:28，地点类型=酒店，运动状态=静止，心率=波动(105bpm,下降)，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=考试，后续事件=音乐App主动播放"
s00655,user_01,33,男性,母婴用户,家庭睡眠照护,2026-05-14,06:58,6,周四,工作日,早晨,住宅区,静止,静息,77,下降,349,差,27,17,20,晴,14,暗光,30,安静,家用音响,蜂窝数据,,,,,冥想App打开,1548,继续播放,,,0.594,True,弱冲突样本，用于鲁棒性评测,瑜伽/冥想,冥想,16,0.74,"周四 早晨 06:58，地点类型=住宅区，运动状态=静止，心率=静息(77bpm,下降)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，后续事件=冥想App打开"
s00379,user_03,29,女性,母婴用户,家庭睡眠照护,2026-04-30,01:01,1,周四,工作日,凌晨,住宅区,静止,稍高,92,上升,421,一般,2,12,60,晴,23,暗光,30,安静,家用音响,wifi,哄睡,2026-04-30 01:01,住宅区,哄睡,白噪音App打开,9752,无,,,0.673,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周四 凌晨 01:01，地点类型=住宅区，运动状态=静止，心率=稍高(92bpm,上升)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=哄睡，后续事件=白噪音App打开"
s00179,user_09,33,女性,母婴用户,家庭睡眠照护,2026-05-02,14:23,14,周六,周末,下午,酒店,静止,稍高,97,下降,500,好,4,16,64,小雨,109,室内柔光,33,安静,耳机,蜂窝数据,休息,2026-05-02 14:23,酒店,休息,游戏App前台,6403,继续播放,,,0.873,False,,游戏,游戏,4,0.92,"周六 下午 14:23，地点类型=酒店，运动状态=静止，心率=稍高(97bpm,下降)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=休息，后续事件=游戏App前台"
s00697,user_13,21,男性,养宠物,陪伴和放松,2026-05-24,02:24,2,周日,周末,凌晨,酒店,静止,稍高,94,波动,302,差,16,19,58,晴,22,暗光,37,安静,耳机,飞行模式,失眠,2026-05-24 02:24,酒店,失眠,社交App深夜停留,2427,收藏,,,0.431,True,弱冲突样本，用于鲁棒性评测,放松/减压/深夜EMO,深夜EMO,17,0.74,"周日 凌晨 02:24，地点类型=酒店，运动状态=静止，心率=稍高(94bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=飞行模式，日历=失眠，后续事件=社交App深夜停留"
s00577,user_07,42,男性,养宠物,陪伴和放松,2026-05-15,08:14,8,周五,工作日,早晨,海边,高速,高,134,波动,479,一般,20,18,1570,晴,1130,明亮,61,普通,耳机,蜂窝数据,训练,2026-05-15 08:14,海边,训练,运动记录开始,102,继续播放,专注,跑步,0.841,False,,健身/跑步,跑步,14,0.82,"周五 早晨 08:14，地点类型=海边，运动状态=高速，心率=高(134bpm,波动)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=训练，后续事件=运动记录开始"
s00326,user_03,35,男性,母婴用户,家庭睡眠照护,2026-04-24,20:09,20,周五,工作日,晚上,公园,静止,稍高,104,波动,457,好,12,15,1,小雨,1,暗光,44,安静,耳机,蜂窝数据,考试,2026-04-24 20:09,公园,考试,健康App呼吸训练,1048,切歌,,,0.819,False,,放松/减压/深夜EMO,减压,8,0.92,"周五 晚上 20:09，地点类型=公园，运动状态=静止，心率=稍高(104bpm,波动)，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=考试，后续事件=健康App呼吸训练"
s00412,user_20,29,女性,女性,情绪和身体舒缓,2026-05-17,21:47,21,周日,周末,晚上,住宅区,静止,静息,68,下降,404,一般,28,16,34,多云,448,明亮,46,普通,耳机,wifi,胎教,2026-05-17 21:47,住宅区,胎教,孕期App打开,3585,切歌,,,0.591,False,,人群专属,胎教,10,0.92,"周日 晚上 21:47，地点类型=住宅区，运动状态=静止，心率=静息(68bpm,下降)，天气=多云，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=胎教，后续事件=孕期App打开"
s00560,user_07,30,女性,女性,情绪和身体舒缓,2026-04-26,13:56,13,周日,周末,中午,住宅区,静止,静息,73,稳定,412,一般,22,22,25,小雨,9,暗光,60,普通,家用音响,wifi,午休,2026-04-26 13:56,住宅区,午休,闹钟设置,2186,调低音量,,,0.928,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周日 中午 13:56，地点类型=住宅区，运动状态=静止，心率=静息(73bpm,稳定)，天气=小雨，光线=暗光，噪音=普通，蓝牙=家用音响，网络=wifi，日历=午休，后续事件=闹钟设置"
s00197,user_05,33,男性,母婴用户,家庭睡眠照护,2026-05-14,16:39,16,周四,工作日,下午,住宅区,静止,波动,89,上升,469,好,5,17,4,大雪,0,暗光,41,安静,耳机,wifi,,,,,游戏App前台,4217,继续播放,,,0.566,False,,游戏,游戏,4,0.92,"周四 下午 16:39，地点类型=住宅区，运动状态=静止，心率=波动(89bpm,上升)，天气=大雪，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
s00006,user_20,19,女性,学生,学习专注,2026-04-25,20:27,20,周六,周末,晚上,住宅区,静止,稍高,102,波动,345,差,15,18,54,大雪,68,室内柔光,57,普通,家用音响,wifi,无安排,2026-04-25 20:27,住宅区,无安排,,1591,无,,,0.788,False,,放松/减压/深夜EMO,放松,0,0.92,"周六 晚上 20:27，地点类型=住宅区，运动状态=静止，心率=稍高(102bpm,波动)，天气=大雪，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，日历=无安排"
s00581,user_12,36,女性,女性,情绪和身体舒缓,2026-05-13,19:04,19,周三,工作日,晚上,户外,高速,波动,91,下降,369,一般,42,14,1637,多云,4784,强光,56,普通,耳机,蜂窝数据,训练,2026-05-13 19:04,户外,训练,运动记录开始,1159,无,,,0.36,False,,健身/跑步,跑步,14,0.92,"周三 晚上 19:04，地点类型=户外，运动状态=高速，心率=波动(91bpm,下降)，天气=多云，光线=强光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=训练，后续事件=运动记录开始"
s00201,user_20,27,女性,女性,情绪和身体舒缓,2026-05-01,11:44,11,周五,工作日,上午,住宅区,静止,静息,68,稳定,485,好,35,22,79,多云,855,明亮,35,安静,耳机,wifi,项目截止,2026-05-01 11:44,住宅区,项目截止,办公App前台,3893,无,,,0.639,False,,图书馆/专注/阅读,专注,5,0.92,"周五 上午 11:44，地点类型=住宅区，运动状态=静止，心率=静息(68bpm,稳定)，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=办公App前台"
s00353,user_21,24,男性,学生,学习专注,2026-05-17,19:05,19,周日,周末,晚上,住宅区,静止,稍高,88,下降,323,一般,30,16,43,小雨,23,暗光,45,安静,耳机,wifi,项目截止,2026-05-17 19:05,住宅区,项目截止,音乐App主动播放,1681,继续播放,,,0.861,False,,放松/减压/深夜EMO,减压,8,0.92,"周日 晚上 19:05，地点类型=住宅区，运动状态=静止，心率=稍高(88bpm,下降)，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=音乐App主动播放"
s00289,user_11,35,女性,母婴用户,家庭睡眠照护,2026-04-30,00:04,0,周四,工作日,凌晨,酒店,静止,静息,57,波动,334,好,2,22,18,晴,16,暗光,30,安静,耳机,无网络,,,,,睡眠记录开始,21175,调低音量,,,0.586,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周四 凌晨 00:04，地点类型=酒店，运动状态=静止，心率=静息(57bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=无网络，后续事件=睡眠记录开始"
s00696,user_10,34,女性,任意,日常音乐推荐,2026-04-23,01:04,1,周四,工作日,凌晨,酒店,静止,稍高,100,稳定,437,一般,17,12,70,多云,6,暗光,43,安静,耳机,wifi,失眠,2026-04-23 01:04,酒店,失眠,社交App深夜停留,2028,调低音量,,,0.339,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周四 凌晨 01:04，地点类型=酒店，运动状态=静止，心率=稍高(100bpm,稳定)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=失眠，后续事件=社交App深夜停留"
s00717,user_16,29,女性,养宠物,陪伴和放松,2026-05-04,02:52,2,周一,工作日,凌晨,酒店,静止,波动,135,波动,276,一般,12,13,43,晴,40,暗光,39,安静,耳机,wifi,失眠,2026-05-04 02:52,酒店,失眠,社交App深夜停留,3749,发起导航,,,0.928,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周一 凌晨 02:52，地点类型=酒店，运动状态=静止，心率=波动(135bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=失眠，后续事件=社交App深夜停留"
s00194,user_20,38,女性,养宠物,陪伴和放松,2026-04-28,13:03,13,周二,工作日,中午,酒店,静止,稍高,105,波动,326,差,13,15,72,多云,33,暗光,36,安静,耳机,wifi,休息,2026-04-28 13:03,酒店,休息,游戏App前台,3186,收藏,,,0.414,False,,游戏,游戏,4,0.92,"周二 中午 13:03，地点类型=酒店，运动状态=静止，心率=稍高(105bpm,波动)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=休息，后续事件=游戏App前台"
s00183,user_23,34,女性,母婴用户,家庭睡眠照护,2026-04-20,16:22,16,周一,工作日,下午,酒店,静止,波动,130,上升,537,好,33,10,55,多云,43,暗光,53,普通,耳机,蜂窝数据,休息,2026-04-20 16:22,酒店,休息,游戏App前台,5547,继续播放,,,0.716,False,,游戏,游戏,4,0.92,"周一 下午 16:22，地点类型=酒店，运动状态=静止，心率=波动(130bpm,上升)，天气=多云，光线=暗光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=休息，后续事件=游戏App前台"
s00571,user_13,25,女性,任意,日常音乐推荐,2026-05-24,20:07,20,周日,周末,晚上,海边,高速,高,132,上升,232,好,93,18,1672,晴,1186,明亮,84,嘈杂,耳机,wifi,训练,2026-05-24 20:07,海边,训练,运动记录开始,33,无,通勤,跑步,0.603,False,,健身/跑步,跑步,14,0.82,"周日 晚上 20:07，地点类型=海边，运动状态=高速，心率=高(132bpm,上升)，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=训练，后续事件=运动记录开始"
s00350,user_24,28,男性,母婴用户,家庭睡眠照护,2026-05-17,12:59,12,周日,周末,中午,公园,慢速,波动,79,波动,259,差,21,14,331,雾,50,暗光,30,安静,耳机,wifi,会议,2026-05-17 12:59,公园,会议,音乐App主动播放,1635,发起导航,,,0.622,False,,放松/减压/深夜EMO,减压,8,0.92,"周日 中午 12:59，地点类型=公园，运动状态=慢速，心率=波动(79bpm,波动)，天气=雾，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=会议，后续事件=音乐App主动播放"
s00198,user_02,19,女性,学生,学习专注,2026-05-17,13:11,13,周日,周末,中午,酒店,静止,波动,113,下降,300,好,16,11,30,小雨,18,暗光,28,安静,耳机,wifi,休息,2026-05-17 13:11,酒店,休息,游戏App前台,4038,调低音量,,,0.693,False,,游戏,游戏,4,0.92,"周日 中午 13:11，地点类型=酒店，运动状态=静止，心率=波动(113bpm,下降)，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=休息，后续事件=游戏App前台"
s00676,user_19,28,女性,女性,情绪和身体舒缓,2026-04-28,07:56,7,周二,工作日,早晨,公园,静止,静息,78,稳定,266,差,9,12,58,晴,285,室内柔光,43,安静,家用音响,蜂窝数据,,,,,冥想App打开,2208,调低音量,,,0.83,False,,瑜伽/冥想,冥想,16,0.92,"周二 早晨 07:56，地点类型=公园，运动状态=静止，心率=静息(78bpm,稳定)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，后续事件=冥想App打开"
